PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,South Carolina,2023,13,X,2.41018,X,X,X,X,X,X,866,38,35931
States,South Dakota,2023,13,X,0.871283,X,X,X,X,X,X,75,30,8608
States,Tennessee,2023,13,X,1.98588,X,X,X,X,X,X,706,99,35551
States,Texas,2023,13,X,2.43677,X,X,X,X,X,X,1424,45,58438
States,Utah,2023,13,X,2.58506,X,X,X,X,X,X,446,48,17253
States,Vermont,2023,13,X,0.654288,X,X,X,X,X,X,37,14,5655
States,Virginia,2023,13,X,2.67495,X,X,X,X,X,X,2920,173,109161
States,Washington,2023,13,X,1.51605,X,X,X,X,X,X,717,72,47294
States,West Virginia,2023,13,X,2.24111,X,X,X,X,X,X,290,46,12940
States,Wisconsin,2023,13,X,1.29702,X,X,X,X,X,X,270,34,20817
States,Wyoming,2023,13,X,1.08794,X,X,X,X,X,X,24,13,2206
States,Commonwealth of the Northern Mariana Islands,2023,13,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,13,X,2.70718,X,X,X,X,X,X,49,6,1810
States,Virgin Islands,2023,13,X,0.521739,X,X,X,X,X,X,6,4,1150
States,New York City,2023,13,X,4.80824,X,X,X,X,X,X,5189,104,107919
States,Alabama,2023,14,X,1.51119,X,X,X,X,X,X,706,106,46718
States,Alaska,2023,14,X,1.84203,X,X,X,X,X,X,66,12,3583
States,Arizona,2023,14,X,1.24575,X,X,X,X,X,X,271,43,21754
States,Arkansas,2023,14,X,1.15294,X,X,X,X,X,X,162,45,14051
States,California,2023,14,X,3.18623,X,X,X,X,X,X,8525,207,267558
States,Colorado,2023,14,X,2.65994,X,X,X,X,X,X,1333,98,50114
States,Connecticut,2023,14,X,1.64045,X,X,X,X,X,X,706,70,43037
States,Delaware,2023,14,X,0.795776,X,X,X,X,X,X,104,26,13069
States,District of Columbia,2023,14,X,4.6397,X,X,X,X,X,X,273,4,5884
States,Florida,2023,14,X,2.80077,X,X,X,X,X,X,7263,359,259322
States,Georgia,2023,14,X,2.27603,X,X,X,X,X,X,1721,102,75614
States,Hawaii,2023,14,X,2.58462,X,X,X,X,X,X,885,39,34241
States,Idaho,2023,14,X,1.05621,X,X,X,X,X,X,87,29,8237
States,Illinois,2023,14,X,1.73583,X,X,X,X,X,X,1252,180,72127
States,Indiana,2023,14,X,1.37534,X,X,X,X,X,X,753,103,54750
States,Iowa,2023,14,X,0.847458,X,X,X,X,X,X,42,15,4956
States,Kansas,2023,14,X,0.952824,X,X,X,X,X,X,164,33,17212
States,Kentucky,2023,14,X,1.59449,X,X,X,X,X,X,532,76,33365
States,Louisiana,2023,14,X,1.29308,X,X,X,X,X,X,550,87,42534
States,Maine,2023,14,X,1.06367,X,X,X,X,X,X,145,47,13632
States,Maryland,2023,14,X,1.88447,X,X,X,X,X,X,811,65,43036
States,Massachusetts,2023,14,X,1.59207,X,X,X,X,X,X,1251,95,78577
States,Michigan,2023,14,X,1.09123,X,X,X,X,X,X,911,153,83484
States,Minnesota,2023,14,X,1.52123,X,X,X,X,X,X,455,67,29910
States,Mississippi,2023,14,X,2.15714,X,X,X,X,X,X,274,32,12702
States,Missouri,2023,14,X,1.33676,X,X,X,X,X,X,374,41,27978
States,Montana,2023,14,X,1.1533,X,X,X,X,X,X,89,28,7717
States,Nebraska,2023,14,X,2.43463,X,X,X,X,X,X,378,84,15526
States,Nevada,2023,14,X,0.712713,X,X,X,X,X,X,123,31,17258
States,New Hampshire,2023,14,X,1.26783,X,X,X,X,X,X,16,9,1262
States,New Jersey,2023,14,X,3.53261,X,X,X,X,X,X,975,31,27600
States,New Mexico,2023,14,X,3.27198,X,X,X,X,X,X,720,39,22005
States,New York,2023,14,X,1.93375,X,X,X,X,X,X,1056,121,54609
States,North Carolina,2023,14,X,1.71346,X,X,X,X,X,X,1527,139,89118
States,North Dakota,2023,14,X,1.79211,X,X,X,X,X,X,55,9,3069
States,Ohio,2023,14,X,1.93312,X,X,X,X,X,X,722,79,37349
States,Oklahoma,2023,14,X,2.12378,X,X,X,X,X,X,373,35,17563
States,Oregon,2023,14,X,1.21293,X,X,X,X,X,X,483,89,39821
States,Pennsylvania,2023,14,X,1.18346,X,X,X,X,X,X,560,98,47319
States,Rhode Island,2023,14,X,0.963855,X,X,X,X,X,X,128,23,13280
States,South Carolina,2023,14,X,2.0661,X,X,X,X,X,X,717,38,34703
States,South Dakota,2023,14,X,0.915111,X,X,X,X,X,X,76,32,8305
States,Tennessee,2023,14,X,1.88479,X,X,X,X,X,X,639,100,33903
States,Texas,2023,14,X,2.57977,X,X,X,X,X,X,1406,44,54501
States,Utah,2023,14,X,2.2312,X,X,X,X,X,X,381,48,17076
States,Vermont,2023,14,X,0.595991,X,X,X,X,X,X,33,14,5537
States,Virginia,2023,14,X,2.50062,X,X,X,X,X,X,2613,173,104494
States,Washington,2023,14,X,1.47373,X,X,X,X,X,X,648,72,43970
States,West Virginia,2023,14,X,1.88737,X,X,X,X,X,X,184,41,9749
States,Wisconsin,2023,14,X,1.21425,X,X,X,X,X,X,256,34,21083
States,Wyoming,2023,14,X,1.1883,X,X,X,X,X,X,26,13,2188
States,Commonwealth of the Northern Mariana Islands,2023,14,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,14,X,2.97753,X,X,X,X,X,X,53,7,1780
States,Virgin Islands,2023,14,X,0.925926,X,X,X,X,X,X,11,4,1188
States,New York City,2023,14,X,4.42277,X,X,X,X,X,X,4472,105,101113
States,Alabama,2023,15,X,1.60424,X,X,X,X,X,X,750,104,46751
States,Alaska,2023,15,X,2.27337,X,X,X,X,X,X,81,12,3563
States,Arizona,2023,15,X,1.40551,X,X,X,X,X,X,330,43,23479
States,Arkansas,2023,15,X,1.07892,X,X,X,X,X,X,159,46,14737
States,California,2023,15,X,3.02217,X,X,X,X,X,X,8204,206,271461
States,Colorado,2023,15,X,2.64899,X,X,X,X,X,X,1333,98,50321
States,Connecticut,2023,15,X,1.66394,X,X,X,X,X,X,712,70,42790
States,Delaware,2023,15,X,0.893855,X,X,X,X,X,X,112,25,12530
States,District of Columbia,2023,15,X,3.99189,X,X,X,X,X,X,256,4,6413
States,Florida,2023,15,X,2.91754,X,X,X,X,X,X,7401,359,253673
States,Georgia,2023,15,X,2.16881,X,X,X,X,X,X,1708,101,78753
States,Hawaii,2023,15,X,2.77253,X,X,X,X,X,X,969,39,34950
States,Idaho,2023,15,X,1.00366,X,X,X,X,X,X,85,30,8469
States,Illinois,2023,15,X,1.54342,X,X,X,X,X,X,1112,178,72048
States,Indiana,2023,15,X,1.26001,X,X,X,X,X,X,713,103,56587
States,Iowa,2023,15,X,1.32516,X,X,X,X,X,X,67,15,5056
States,Kansas,2023,15,X,1.02647,X,X,X,X,X,X,185,35,18023
States,Kentucky,2023,15,X,1.48154,X,X,X,X,X,X,523,76,35301
States,Louisiana,2023,15,X,1.32646,X,X,X,X,X,X,551,87,41539
States,Maine,2023,15,X,1.04241,X,X,X,X,X,X,147,46,14102
States,Maryland,2023,15,X,1.70938,X,X,X,X,X,X,775,67,45338
States,Massachusetts,2023,15,X,1.563,X,X,X,X,X,X,1275,94,81574
States,Michigan,2023,15,X,0.935305,X,X,X,X,X,X,807,152,86282
States,Minnesota,2023,15,X,1.09187,X,X,X,X,X,X,377,67,34528
States,Mississippi,2023,15,X,1.94666,X,X,X,X,X,X,246,30,12637
States,Missouri,2023,15,X,1.07735,X,X,X,X,X,X,306,41,28403
States,Montana,2023,15,X,1.19353,X,X,X,X,X,X,93,28,7792
States,Nebraska,2023,15,X,2.12565,X,X,X,X,X,X,337,83,15854
States,Nevada,2023,15,X,0.776484,X,X,X,X,X,X,154,32,19833
States,New Hampshire,2023,15,X,0.802139,X,X,X,X,X,X,9,9,1122
States,New Jersey,2023,15,X,3.22382,X,X,X,X,X,X,890,31,27607
States,New Mexico,2023,15,X,2.94156,X,X,X,X,X,X,677,39,23015
States,New York,2023,15,X,1.7257,X,X,X,X,X,X,917,122,53138
States,North Carolina,2023,15,X,1.52008,X,X,X,X,X,X,1346,140,88548
States,North Dakota,2023,15,X,1.25921,X,X,X,X,X,X,41,9,3256
States,Ohio,2023,15,X,1.93821,X,X,X,X,X,X,793,84,40914
States,Oklahoma,2023,15,X,1.95702,X,X,X,X,X,X,367,35,18753
States,Oregon,2023,15,X,1.24141,X,X,X,X,X,X,497,78,40035
States,Pennsylvania,2023,15,X,1.05325,X,X,X,X,X,X,714,100,67790
States,Rhode Island,2023,15,X,0.852962,X,X,X,X,X,X,109,23,12779
States,South Carolina,2023,15,X,1.98529,X,X,X,X,X,X,664,38,33446
States,South Dakota,2023,15,X,0.779589,X,X,X,X,X,X,66,31,8466
States,Tennessee,2023,15,X,1.85267,X,X,X,X,X,X,669,99,36110
States,Texas,2023,15,X,2.55892,X,X,X,X,X,X,1520,43,59400
States,Utah,2023,15,X,2.23276,X,X,X,X,X,X,419,48,18766
States,Vermont,2023,15,X,0.522149,X,X,X,X,X,X,31,14,5937
States,Virginia,2023,15,X,2.22545,X,X,X,X,X,X,2372,173,106585
States,Washington,2023,15,X,1.24025,X,X,X,X,X,X,569,72,45878
States,West Virginia,2023,15,X,1.39548,X,X,X,X,X,X,153,40,10964
States,Wisconsin,2023,15,X,1.04889,X,X,X,X,X,X,233,34,22214
States,Wyoming,2023,15,X,1.5378,X,X,X,X,X,X,36,13,2341
States,Commonwealth of the Northern Mariana Islands,2023,15,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,15,X,2.3692,X,X,X,X,X,X,48,7,2026
States,Virgin Islands,2023,15,X,0.801425,X,X,X,X,X,X,9,4,1123
States,New York City,2023,15,X,3.7878,X,X,X,X,X,X,3790,102,100058
States,Alabama,2023,16,X,1.62293,X,X,X,X,X,X,770,104,47445
States,Alaska,2023,16,X,1.96138,X,X,X,X,X,X,65,12,3314
States,Arizona,2023,16,X,1.23935,X,X,X,X,X,X,285,44,22996
States,Arkansas,2023,16,X,1.32237,X,X,X,X,X,X,201,46,15200
States,California,2023,16,X,2.86897,X,X,X,X,X,X,7882,207,274733
States,Colorado,2023,16,X,2.50747,X,X,X,X,X,X,1268,98,50569
States,Connecticut,2023,16,X,1.35805,X,X,X,X,X,X,597,70,43960
States,Delaware,2023,16,X,0.702936,X,X,X,X,X,X,96,26,13657
States,District of Columbia,2023,16,X,2.96031,X,X,X,X,X,X,182,4,6148
States,Florida,2023,16,X,2.80935,X,X,X,X,X,X,7234,358,257497
States,Georgia,2023,16,X,1.99958,X,X,X,X,X,X,1600,102,80017
States,Hawaii,2023,16,X,2.5355,X,X,X,X,X,X,875,38,34510
States,Idaho,2023,16,X,1.00024,X,X,X,X,X,X,84,30,8398
States,Illinois,2023,16,X,1.44635,X,X,X,X,X,X,1047,177,72389
States,Indiana,2023,16,X,1.31169,X,X,X,X,X,X,737,102,56187
States,Iowa,2023,16,X,1.01803,X,X,X,X,X,X,48,14,4715
States,Kansas,2023,16,X,0.865548,X,X,X,X,X,X,148,32,17099
States,Kentucky,2023,16,X,1.3127,X,X,X,X,X,X,464,76,35347
States,Louisiana,2023,16,X,1.2398,X,X,X,X,X,X,521,87,42023
States,Maine,2023,16,X,0.979747,X,X,X,X,X,X,134,47,13677
States,Maryland,2023,16,X,1.56623,X,X,X,X,X,X,715,65,45651
States,Massachusetts,2023,16,X,1.31584,X,X,X,X,X,X,973,95,73945
States,Michigan,2023,16,X,0.926035,X,X,X,X,X,X,783,151,84554
States,Minnesota,2023,16,X,1.1349,X,X,X,X,X,X,389,67,34276
States,Mississippi,2023,16,X,2.2384,X,X,X,X,X,X,289,31,12911
States,Missouri,2023,16,X,1.13607,X,X,X,X,X,X,311,41,27375
States,Montana,2023,16,X,1.34641,X,X,X,X,X,X,81,27,6016
States,Nebraska,2023,16,X,2.00736,X,X,X,X,X,X,300,82,14945
States,Nevada,2023,16,X,0.992872,X,X,X,X,X,X,195,32,19640
States,New Hampshire,2023,16,X,0.323625,X,X,X,X,X,X,5,10,1545
States,New Jersey,2023,16,X,2.75959,X,X,X,X,X,X,826,32,29932
States,New Mexico,2023,16,X,2.71603,X,X,X,X,X,X,617,38,22717
States,New York,2023,16,X,1.52737,X,X,X,X,X,X,892,120,58401
States,North Carolina,2023,16,X,1.23909,X,X,X,X,X,X,1133,137,91438
States,North Dakota,2023,16,X,2.08393,X,X,X,X,X,X,73,9,3503
States,Ohio,2023,16,X,1.68261,X,X,X,X,X,X,679,82,40354
States,Oklahoma,2023,16,X,1.63458,X,X,X,X,X,X,281,34,17191
States,Oregon,2023,16,X,1.30433,X,X,X,X,X,X,521,88,39944
States,Pennsylvania,2023,16,X,0.961496,X,X,X,X,X,X,655,99,68123
States,Rhode Island,2023,16,X,0.607272,X,X,X,X,X,X,82,23,13503
States,South Carolina,2023,16,X,1.79012,X,X,X,X,X,X,638,38,35640
States,South Dakota,2023,16,X,0.643915,X,X,X,X,X,X,60,32,9318
States,Tennessee,2023,16,X,1.76874,X,X,X,X,X,X,629,100,35562
States,Texas,2023,16,X,2.68883,X,X,X,X,X,X,1671,58,62146
States,Utah,2023,16,X,2.01881,X,X,X,X,X,X,380,48,18823
States,Vermont,2023,16,X,0.414007,X,X,X,X,X,X,24,13,5797
States,Virginia,2023,16,X,2.1045,X,X,X,X,X,X,2312,173,109860
States,Washington,2023,16,X,1.28898,X,X,X,X,X,X,594,71,46083
States,West Virginia,2023,16,X,1.19492,X,X,X,X,X,X,128,43,10712
States,Wisconsin,2023,16,X,1.0666,X,X,X,X,X,X,229,34,21470
States,Wyoming,2023,16,X,0.913043,X,X,X,X,X,X,21,12,2300
States,Commonwealth of the Northern Mariana Islands,2023,16,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,16,X,3.45338,X,X,X,X,X,X,70,7,2027
States,Virgin Islands,2023,16,X,0.286533,X,X,X,X,X,X,3,4,1047
States,New York City,2023,16,X,3.36826,X,X,X,X,X,X,3684,104,109374
States,Alabama,2023,17,X,1.66402,X,X,X,X,X,X,795,104,47776
States,Alaska,2023,17,X,1.65289,X,X,X,X,X,X,56,12,3388
States,Arizona,2023,17,X,1.34099,X,X,X,X,X,X,306,43,22819
States,Arkansas,2023,17,X,1.33124,X,X,X,X,X,X,195,45,14648
States,California,2023,17,X,2.66504,X,X,X,X,X,X,7566,208,283898
States,Colorado,2023,17,X,2.49728,X,X,X,X,X,X,1240,98,49654
States,Connecticut,2023,17,X,1.34196,X,X,X,X,X,X,562,70,41879
States,Delaware,2023,17,X,0.677424,X,X,X,X,X,X,89,26,13138
States,District of Columbia,2023,17,X,3.65816,X,X,X,X,X,X,235,4,6424
States,Florida,2023,17,X,2.91901,X,X,X,X,X,X,7420,359,254196
States,Georgia,2023,17,X,2.03599,X,X,X,X,X,X,1610,102,79077
States,Hawaii,2023,17,X,2.34838,X,X,X,X,X,X,812,38,34577
States,Idaho,2023,17,X,1.10358,X,X,X,X,X,X,96,29,8699
States,Illinois,2023,17,X,1.35151,X,X,X,X,X,X,937,175,69330
States,Indiana,2023,17,X,1.33483,X,X,X,X,X,X,736,102,55138
States,Iowa,2023,17,X,0.748596,X,X,X,X,X,X,36,14,4809
States,Kansas,2023,17,X,0.979536,X,X,X,X,X,X,157,32,16028
States,Kentucky,2023,17,X,1.54516,X,X,X,X,X,X,543,74,35142
States,Louisiana,2023,17,X,1.36001,X,X,X,X,X,X,573,87,42132
States,Maine,2023,17,X,0.73825,X,X,X,X,X,X,101,47,13681
States,Maryland,2023,17,X,1.52947,X,X,X,X,X,X,688,65,44983
States,Massachusetts,2023,17,X,1.23866,X,X,X,X,X,X,960,94,77503
States,Michigan,2023,17,X,0.90346,X,X,X,X,X,X,773,154,85560
States,Minnesota,2023,17,X,1.27949,X,X,X,X,X,X,448,67,35014
States,Mississippi,2023,17,X,1.98899,X,X,X,X,X,X,253,30,12720
States,Missouri,2023,17,X,1.35977,X,X,X,X,X,X,371,41,27284
States,Montana,2023,17,X,1.02108,X,X,X,X,X,X,78,28,7639
States,Nebraska,2023,17,X,2.21262,X,X,X,X,X,X,338,83,15276
States,Nevada,2023,17,X,0.752623,X,X,X,X,X,X,137,30,18203
States,New Hampshire,2023,17,X,0.236035,X,X,X,X,X,X,3,10,1271
States,New Jersey,2023,17,X,2.66806,X,X,X,X,X,X,764,32,28635
States,New Mexico,2023,17,X,3.0382,X,X,X,X,X,X,688,37,22645
States,New York,2023,17,X,1.58483,X,X,X,X,X,X,907,122,57230
States,North Carolina,2023,17,X,1.19512,X,X,X,X,X,X,1045,140,87439
States,North Dakota,2023,17,X,2.0202,X,X,X,X,X,X,66,9,3267
States,Ohio,2023,17,X,1.76457,X,X,X,X,X,X,708,80,40123
States,Oklahoma,2023,17,X,1.47849,X,X,X,X,X,X,253,35,17112
States,Oregon,2023,17,X,1.22016,X,X,X,X,X,X,505,88,41388
States,Pennsylvania,2023,17,X,0.930345,X,X,X,X,X,X,614,99,65997
States,Rhode Island,2023,17,X,0.909163,X,X,X,X,X,X,114,23,12539
States,South Carolina,2023,17,X,1.866,X,X,X,X,X,X,645,37,34566
States,South Dakota,2023,17,X,0.84569,X,X,X,X,X,X,73,31,8632
States,Tennessee,2023,17,X,1.99715,X,X,X,X,X,X,715,99,35801
States,Texas,2023,17,X,2.58831,X,X,X,X,X,X,1593,59,61546
States,Utah,2023,17,X,2.13673,X,X,X,X,X,X,391,47,18299
States,Vermont,2023,17,X,0.55991,X,X,X,X,X,X,30,13,5358
States,Virginia,2023,17,X,2.24759,X,X,X,X,X,X,2445,173,108783
States,Washington,2023,17,X,1.19627,X,X,X,X,X,X,548,72,45809
States,West Virginia,2023,17,X,1.24448,X,X,X,X,X,X,141,42,11330
States,Wisconsin,2023,17,X,0.967019,X,X,X,X,X,X,207,34,21406
States,Wyoming,2023,17,X,0.807537,X,X,X,X,X,X,18,12,2229
States,Commonwealth of the Northern Mariana Islands,2023,17,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,17,X,3.93035,X,X,X,X,X,X,79,7,2010
States,Virgin Islands,2023,17,X,1.27202,X,X,X,X,X,X,13,4,1022
States,New York City,2023,17,X,3.59269,X,X,X,X,X,X,4104,105,114232
States,Alabama,2023,18,X,1.77523,X,X,X,X,X,X,789,104,44445
States,Alaska,2023,18,X,1.33573,X,X,X,X,X,X,52,12,3893
States,Arizona,2023,18,X,1.50061,X,X,X,X,X,X,330,42,21991
States,Arkansas,2023,18,X,1.31489,X,X,X,X,X,X,192,44,14602
States,California,2023,18,X,2.8112,X,X,X,X,X,X,7901,205,281054
States,Colorado,2023,18,X,2.41277,X,X,X,X,X,X,1244,98,51559
States,Connecticut,2023,18,X,1.41107,X,X,X,X,X,X,599,70,42450
States,Delaware,2023,18,X,0.762788,X,X,X,X,X,X,102,24,13372
States,District of Columbia,2023,18,X,3.82458,X,X,X,X,X,X,225,4,5883
States,Florida,2023,18,X,2.95376,X,X,X,X,X,X,7434,359,251679
States,Georgia,2023,18,X,2.06906,X,X,X,X,X,X,1649,101,79698
States,Hawaii,2023,18,X,2.44966,X,X,X,X,X,X,837,40,34168
States,Idaho,2023,18,X,0.859266,X,X,X,X,X,X,74,30,8612
States,Illinois,2023,18,X,1.26892,X,X,X,X,X,X,944,179,74394
States,Indiana,2023,18,X,1.24235,X,X,X,X,X,X,680,101,54735
States,Iowa,2023,18,X,0.765027,X,X,X,X,X,X,35,14,4575
States,Kansas,2023,18,X,1.02561,X,X,X,X,X,X,175,31,17063
States,Kentucky,2023,18,X,1.51369,X,X,X,X,X,X,519,74,34287
States,Louisiana,2023,18,X,1.44015,X,X,X,X,X,X,615,87,42704
States,Maine,2023,18,X,0.725531,X,X,X,X,X,X,100,47,13783
States,Maryland,2023,18,X,1.63404,X,X,X,X,X,X,738,66,45164
States,Massachusetts,2023,18,X,1.2215,X,X,X,X,X,X,954,94,78101
States,Michigan,2023,18,X,1.10447,X,X,X,X,X,X,950,153,86014
States,Minnesota,2023,18,X,1.21023,X,X,X,X,X,X,423,67,34952
States,Mississippi,2023,18,X,1.86675,X,X,X,X,X,X,232,30,12428
States,Missouri,2023,18,X,1.22181,X,X,X,X,X,X,337,41,27582
States,Montana,2023,18,X,1.05766,X,X,X,X,X,X,82,28,7753
States,Nebraska,2023,18,X,1.9813,X,X,X,X,X,X,303,83,15293
States,Nevada,2023,18,X,0.595818,X,X,X,X,X,X,104,30,17455
States,New Hampshire,2023,18,X,0.552486,X,X,X,X,X,X,6,9,1086
States,New Jersey,2023,18,X,2.66802,X,X,X,X,X,X,761,32,28523
States,New Mexico,2023,18,X,2.81782,X,X,X,X,X,X,645,37,22890
States,New York,2023,18,X,1.1209,X,X,X,X,X,X,579,97,51655
States,North Carolina,2023,18,X,1.18814,X,X,X,X,X,X,1070,137,90057
States,North Dakota,2023,18,X,1.54159,X,X,X,X,X,X,53,9,3438
States,Ohio,2023,18,X,1.746,X,X,X,X,X,X,698,84,39977
States,Oklahoma,2023,18,X,1.41098,X,X,X,X,X,X,228,34,16159
States,Oregon,2023,18,X,1.07875,X,X,X,X,X,X,447,88,41437
States,Pennsylvania,2023,18,X,0.943082,X,X,X,X,X,X,623,98,66060
States,Rhode Island,2023,18,X,0.905162,X,X,X,X,X,X,111,24,12263
States,South Carolina,2023,18,X,1.83296,X,X,X,X,X,X,629,37,34316
States,South Dakota,2023,18,X,0.7718,X,X,X,X,X,X,67,31,8681
States,Tennessee,2023,18,X,2.12234,X,X,X,X,X,X,773,100,36422
States,Texas,2023,18,X,2.90948,X,X,X,X,X,X,1674,59,57536
States,Utah,2023,18,X,1.93671,X,X,X,X,X,X,358,48,18485
States,Vermont,2023,18,X,0.443498,X,X,X,X,X,X,25,13,5637
States,Virginia,2023,18,X,2.31571,X,X,X,X,X,X,2543,173,109815
States,Washington,2023,18,X,1.11203,X,X,X,X,X,X,510,72,45862
States,West Virginia,2023,18,X,4.56208,X,X,X,X,X,X,499,44,10938
States,Wisconsin,2023,18,X,0.987404,X,X,X,X,X,X,214,34,21673
States,Wyoming,2023,18,X,1.11757,X,X,X,X,X,X,25,12,2237
States,Commonwealth of the Northern Mariana Islands,2023,18,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,18,X,2.9164,X,X,X,X,X,X,45,7,1543
States,Virgin Islands,2023,18,X,1.06195,X,X,X,X,X,X,12,4,1130
States,New York City,2023,18,X,3.91646,X,X,X,X,X,X,4332,105,110610
States,Alabama,2023,19,X,1.62275,X,X,X,X,X,X,744,104,45848
States,Alaska,2023,19,X,1.27681,X,X,X,X,X,X,50,12,3916
States,Arizona,2023,19,X,1.25174,X,X,X,X,X,X,279,44,22289
States,Arkansas,2023,19,X,0.904266,X,X,X,X,X,X,138,44,15261
States,California,2023,19,X,2.87044,X,X,X,X,X,X,8167,202,284521
States,Colorado,2023,19,X,2.30861,X,X,X,X,X,X,1167,98,50550
States,Connecticut,2023,19,X,1.31349,X,X,X,X,X,X,579,70,44081
States,Delaware,2023,19,X,0.763868,X,X,X,X,X,X,103,24,13484
States,District of Columbia,2023,19,X,4.18097,X,X,X,X,X,X,268,4,6410
States,Florida,2023,19,X,2.8798,X,X,X,X,X,X,7242,356,251476
States,Georgia,2023,19,X,2.34443,X,X,X,X,X,X,1895,102,80830
States,Hawaii,2023,19,X,2.25486,X,X,X,X,X,X,766,39,33971
States,Idaho,2023,19,X,0.708973,X,X,X,X,X,X,61,30,8604
States,Illinois,2023,19,X,1.12859,X,X,X,X,X,X,827,178,73277
States,Indiana,2023,19,X,1.22087,X,X,X,X,X,X,679,101,55616
States,Iowa,2023,19,X,0.58052,X,X,X,X,X,X,27,14,4651
States,Kansas,2023,19,X,0.810761,X,X,X,X,X,X,132,31,16281
States,Kentucky,2023,19,X,1.32186,X,X,X,X,X,X,427,74,32303
States,Louisiana,2023,19,X,1.24931,X,X,X,X,X,X,542,87,43384
States,Maine,2023,19,X,0.801444,X,X,X,X,X,X,111,47,13850
States,Maryland,2023,19,X,1.68351,X,X,X,X,X,X,778,66,46213
States,Massachusetts,2023,19,X,1.34974,X,X,X,X,X,X,1110,95,82238
States,Michigan,2023,19,X,0.97135,X,X,X,X,X,X,871,153,89669
States,Minnesota,2023,19,X,1.1114,X,X,X,X,X,X,386,67,34731
States,Mississippi,2023,19,X,1.60496,X,X,X,X,X,X,189,28,11776
States,Missouri,2023,19,X,1.11698,X,X,X,X,X,X,311,41,27843
States,Montana,2023,19,X,1.00388,X,X,X,X,X,X,75,28,7471
States,Nebraska,2023,19,X,1.72392,X,X,X,X,X,X,270,83,15662
States,Nevada,2023,19,X,0.711485,X,X,X,X,X,X,127,29,17850
States,New Hampshire,2023,19,X,0.426621,X,X,X,X,X,X,5,9,1172
States,New Jersey,2023,19,X,2.71053,X,X,X,X,X,X,767,32,28297
States,New Mexico,2023,19,X,2.54256,X,X,X,X,X,X,563,37,22143
States,New York,2023,19,X,1.39906,X,X,X,X,X,X,967,121,69118
States,North Carolina,2023,19,X,1.17183,X,X,X,X,X,X,1061,135,90542
States,North Dakota,2023,19,X,1.68639,X,X,X,X,X,X,57,9,3380
States,Ohio,2023,19,X,1.84886,X,X,X,X,X,X,721,77,38997
States,Oklahoma,2023,19,X,1.24711,X,X,X,X,X,X,221,35,17721
States,Oregon,2023,19,X,1.13717,X,X,X,X,X,X,464,88,40803
States,Pennsylvania,2023,19,X,0.975856,X,X,X,X,X,X,637,98,65276
States,Rhode Island,2023,19,X,0.74796,X,X,X,X,X,X,99,22,13236
States,South Carolina,2023,19,X,1.75859,X,X,X,X,X,X,616,38,35028
States,South Dakota,2023,19,X,0.800565,X,X,X,X,X,X,68,31,8494
States,Tennessee,2023,19,X,1.92409,X,X,X,X,X,X,696,100,36173
States,Texas,2023,19,X,2.57569,X,X,X,X,X,X,1511,57,58664
States,Utah,2023,19,X,1.88024,X,X,X,X,X,X,352,48,18721
States,Vermont,2023,19,X,0.510025,X,X,X,X,X,X,29,12,5686
States,Virginia,2023,19,X,2.3067,X,X,X,X,X,X,2583,174,111978
States,Washington,2023,19,X,1.08677,X,X,X,X,X,X,495,72,45548
States,West Virginia,2023,19,X,4.54632,X,X,X,X,X,X,479,43,10536
States,Wisconsin,2023,19,X,1.07184,X,X,X,X,X,X,235,34,21925
States,Wyoming,2023,19,X,0.704556,X,X,X,X,X,X,15,11,2129
States,Commonwealth of the Northern Mariana Islands,2023,19,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,19,X,3.67388,X,X,X,X,X,X,73,6,1987
States,Virgin Islands,2023,19,X,0,X,X,X,X,X,X,0,4,817
States,New York City,2023,19,X,4.19988,X,X,X,X,X,X,4711,104,112170
States,Alabama,2023,20,X,1.54993,X,X,X,X,X,X,736,104,47486
States,Alaska,2023,20,X,1.54352,X,X,X,X,X,X,61,12,3952
States,Arizona,2023,20,X,1.24032,X,X,X,X,X,X,269,44,21688
States,Arkansas,2023,20,X,0.884715,X,X,X,X,X,X,130,44,14694
States,California,2023,20,X,2.82237,X,X,X,X,X,X,8073,203,286036
States,Colorado,2023,20,X,2.2249,X,X,X,X,X,X,1107,98,49755
States,Connecticut,2023,20,X,1.30393,X,X,X,X,X,X,564,70,43254
States,Delaware,2023,20,X,0.767668,X,X,X,X,X,X,102,23,13287
States,District of Columbia,2023,20,X,4.29069,X,X,X,X,X,X,271,4,6316
States,Florida,2023,20,X,2.87266,X,X,X,X,X,X,7204,358,250778
